,link,date,topic
711,http://www.fakingnews.com/entertainment/sushant-singh-drops-singh-name-hearing-song-honey-singh-19276,"30, Jan 2017",bollywood
712,http://www.fakingnews.com/entertainment/salman-khan-buys-bungalow-jodhpur-save-money-frequent-court-appearances-19203,"25, Jan 2017",bollywood
713,http://www.fakingnews.com/entertainment/sp-congress-alliance-srk-hrithik-raees-kaabil-tickets-will-sold-combo-pack-19172,"22, Jan 2017",bollywood
714,http://www.fakingnews.com/entertainment/bollywood-stars-checking-collections-of-their-previous-films-in-tamil-nadu-before-deciding-the-stand-on-jallikattu-19124,"19, Jan 2017",bollywood
715,http://www.fakingnews.com/entertainment/law-college-honours-salman-khan-continuously-providing-100-employment-graduates-19117,"18, Jan 2017",bollywood
716,http://www.fakingnews.com/entertainment/couples-looking-empty-theatre-frustrated-dangals-houseful-shows-19060,"13, Jan 2017",bollywood
717,http://www.fakingnews.com/entertainment/dont-get-idea-meryl-streeps-speech-indian-brands-celenbrity-endorsers-18978,"09, Jan 2017",bollywood
718,http://www.fakingnews.com/entertainment/script-ready-launch-taimur-ali-khan-pataudi-says-karan-johar-18949,"07, Jan 2017",bollywood
719,http://www.fakingnews.com/entertainment/cant-rescue-people-bigg-boss-house-sushma-swaraj-informs-relatives-bigg-boss-housemates-18958,"06, Jan 2017",bollywood
720,http://www.fakingnews.com/entertainment/inspired-dangal-man-training-daughter-never-get-work-done-govt-employee-18768,"26, Dec 2016",bollywood
721,http://www.fakingnews.com/entertainment/will-take-suggestions-internet-naming-next-baby-saif-ali-khan-18733,"23, Dec 2016",bollywood
722,http://www.fakingnews.com/entertainment/aamir-khan-fight-great-khali-wwe-promote-dangal-18683,"20, Dec 2016",bollywood
723,http://www.fakingnews.com/entertainment/people-watched-befikre-given-five-100-rs-notes-pm-relief-fund-18575,"12, Dec 2016",bollywood
724,http://www.fakingnews.com/entertainment/movie-scenes-depicting-old-500-1k-notes-warning-old-notes-no-longer-valid-exchange-18449,"01, Dec 2016",bollywood
725,http://www.fakingnews.com/entertainment/multiplexes-reduce-popcorn-prices-now-combo-pack-ticketpopcorn-2000-rs-18405,"29, Nov 2016",bollywood
726,http://www.fakingnews.com/entertainment/rahul-gandhi-meets-victims-of-demonetization-farhan-akhtar-and-john-abraham-18328,"23, Nov 2016",bollywood
727,http://www.fakingnews.com/entertainment/man-strongly-opposing-adhm-social-media-found-secretly-listening-bulleya-full-volume-headphones-18052,"30, Oct 2016",bollywood
728,http://www.fakingnews.com/entertainment/salman-launch-human-soft-drink-dropped-thums-brand-ambassador-17924,"20, Oct 2016",bollywood
729,http://www.fakingnews.com/entertainment/karan-johar-reshoot-ae-dil-hai-mushkil-offers-fawads-role-raj-thackeray-17918,"19, Oct 2016",bollywood
730,http://www.fakingnews.com/entertainment/narendra-modi-agrees-answer-anurag-kashyaps-questions-asks-explain-plot-no-smoking-return-17891,"18, Oct 2016",bollywood
731,http://www.fakingnews.com/entertainment/honeybee-stings-riteish-deshmukh-mistaking-beard-honeycomb-17802,"12, Oct 2016",bollywood
948,http://www.fakingnews.com/entertainment/leaked-pk2-plot-causes-controversy-enrages-muslim-heads-and-organizations-7142,"12, Jan 2015",bollywood
949,http://www.fakingnews.com/entertainment/as-pk-collection-crosses-300-cr-producers-thank-superstitions-because-of-which-the-movie-was-possible-7097,"05, Jan 2015",bollywood
950,http://www.fakingnews.com/entertainment/offended-by-pk-aliens-from-pks-planet-now-threaten-to-attack-earth-7093,"04, Jan 2015",bollywood
951,http://www.fakingnews.com/entertainment/now-even-atheists-demand-boycott-of-pk-7075,"01, Jan 2015",bollywood
952,http://www.fakingnews.com/entertainment/india-in-talk-with-homeland-creators-to-nab-dawood-ibrahim-in-the-fifth-season-of-series-7046,"29, Dec 2014",bollywood
953,http://www.fakingnews.com/entertainment/after-sanjay-dutts-photo-showing-his-abs-go-viral-yerwada-jail-announces-gyms-across-the-country-7025,"26, Dec 2014",bollywood
954,http://www.fakingnews.com/entertainment/jadoo-and-now-pk-experts-wonder-why-good-aliens-visit-india-while-bad-aliens-attack-us-6995,"22, Dec 2014",bollywood
955,http://www.fakingnews.com/entertainment/unable-to-understand-rajinikanths-lingaa-christopher-nolan-goes-into-depression-6951,"15, Dec 2014",bollywood
956,http://www.fakingnews.com/entertainment/suhel-seth-recognises-roger-federer-during-a-television-show-audience-faints-6929,"12, Dec 2014",bollywood
957,http://www.fakingnews.com/entertainment/revealed-what-baldev-singh-exactly-thought-before-saying-ja-simran-ja-jee-le-apni-zindagi-6927,"12, Dec 2014",bollywood
958,http://www.fakingnews.com/entertainment/5-things-that-you-invariably-find-in-a-hindi-horror-movie-6925,"12, Dec 2014",bollywood
959,http://www.fakingnews.com/entertainment/fed-up-of-pks-promotion-on-every-popular-channel-man-watching-dd-bharati-for-last-few-days-6914,"10, Dec 2014",bollywood
960,http://www.fakingnews.com/entertainment/inspired-by-movies-an-unsuccessful-lawyer-hires-people-to-clap-after-his-arguments-to-win-court-cases-6567,"21, Oct 2014",bollywood
961,http://www.fakingnews.com/entertainment/happy-new-year-joins-100-cr-club-even-before-its-release-6559,"20, Oct 2014",bollywood
962,http://www.fakingnews.com/entertainment/aamir-khan-says-he-skipped-voting-in-mumbai-to-urge-nris-in-cannes-to-vote-6528,"16, Oct 2014",bollywood
963,http://www.fakingnews.com/entertainment/busy-attending-page-3-events-bollywood-celebs-hire-duplicates-to-shoot-cleanindiachallenge-video-6497,"12, Oct 2014",bollywood
964,http://www.fakingnews.com/entertainment/salman-to-hire-one-of-his-fans-from-twitter-as-lawyer-for-criminal-cases-against-him-6478,"10, Oct 2014",bollywood
965,http://www.fakingnews.com/entertainment/ajay-devgan-to-remake-all-his-old-movies-on-grounds-that-the-originals-will-be-called-classics-after-the-remake-6452,"06, Oct 2014",bollywood
966,http://www.fakingnews.com/entertainment/man-who-hasnt-heard-a-single-honey-singh-song-found-bashing-him-on-twitter-6450,"06, Oct 2014",bollywood
967,http://www.fakingnews.com/entertainment/air-india-passengers-mistake-aircraft-for-bigg-boss-set-start-fighting-with-each-other-6442,"04, Oct 2014",bollywood
968,http://www.fakingnews.com/entertainment/press-reporters-found-carrying-list-of-general-knowledge-questions-to-troll-alia-bhatt-6426,"02, Oct 2014",bollywood
969,http://www.fakingnews.com/entertainment/colors-tv-hires-rajdeep-sardesai-to-start-fights-among-bigg-boss-8-participants-6416,"30, Sep 2014",bollywood
970,http://www.fakingnews.com/entertainment/ved-pratap-vaidik-and-rajiv-shukla-were-already-there-on-mars-to-welcome-mangalyaan-isro-6360,"24, Sep 2014",bollywood
971,http://www.fakingnews.com/entertainment/ex-fan-of-arnabs-newshour-happy-to-find-an-alternative-in-bigg-boss-8-6344,"23, Sep 2014",bollywood
1092,http://www.fakingnews.com/entertainment/shahrukh-khan-refuses-role-of-a-porn-star-by-arindam-chaudhuri-469,"10, Dec 2009",bollywood
1093,http://www.fakingnews.com/entertainment/results-of-the-great-indian-sex-survey-by-faking-news-out-467,"09, Dec 2009",bollywood
1094,http://www.fakingnews.com/entertainment/pornstar-jenna-jameson-poses-in-clothes-for-animal-rights-463,"08, Dec 2009",bollywood
1095,http://www.fakingnews.com/entertainment/atif-aslam-wins-best-supporting-singer-award-for-complementing-chorus-412,"21, Nov 2009",bollywood
1096,http://www.fakingnews.com/entertainment/rampant-ugliness-makes-men-cost-inefficient-for-beauty-contests-408,"20, Nov 2009",bollywood
1097,http://www.fakingnews.com/entertainment/brad-pitt-claims-amitabh-bachchan-as-his-long-lost-son-387,"12, Nov 2009",bollywood
1098,http://www.fakingnews.com/entertainment/hrithik-roshan-arrested-by-police-for-smuggling-aliens-into-india-355,"01, Nov 2009",bollywood
1099,http://www.fakingnews.com/entertainment/kylie-accused-for-failure-of-blue-white-women-allege-discrimination-338,"26, Oct 2009",bollywood
1100,http://www.fakingnews.com/entertainment/middle-aged-woman-cries-yet-again-after-watching-baghban-311,"18, Oct 2009",bollywood
1101,http://www.fakingnews.com/entertainment/hitler-shocked-at-so-few-indian-parodies-of-himself-323,"13, Oct 2009",bollywood
1102,http://www.fakingnews.com/entertainment/exposed-and-exclusive-list-of-housemates-for-big-boss-season-3-242,"03, Oct 2009",bollywood
1103,http://www.fakingnews.com/entertainment/insomniacs-want-karan-johar-to-apologize-for-wake-up-sid-238,"02, Oct 2009",bollywood
1104,http://www.fakingnews.com/entertainment/protests-over-mahesh-bhatt-decision-to-cast-pakistani-horses-226,"29, Sep 2009",bollywood
1105,http://www.fakingnews.com/entertainment/man-in-love-with-world-cinema-refuses-to-eat-indian-food-188,"20, Sep 2009",bollywood
1106,http://www.fakingnews.com/entertainment/ekta-kapoor-agrees-for-ekta-ka-swayamvar-206,"19, Sep 2009",bollywood
1107,http://www.fakingnews.com/entertainment/gunda-to-be-inducted-as-a-case-study-at-iim-ahmedabad-86,"20, Aug 2009",bollywood
1108,http://www.fakingnews.com/entertainment/srk-was-detained-at-us-airport-due-to-stammering-78,"16, Aug 2009",bollywood
1109,http://www.fakingnews.com/entertainment/outrage-over-prime-ministers-beer-party-with-emraan-hashmi-47,"01, Aug 2009",bollywood
1110,http://www.fakingnews.com/entertainment/reality-show-winner-wants-government-to-respect-privacy-38,"28, Jul 2009",bollywood
1111,http://www.fakingnews.com/entertainment/rakhi-sawant-marries-wrong-guy-due-to-solar-eclipse-31,"22, Jul 2009",bollywood
